"total_sales","address_line_1","city","state","zipcode"
1259.44,"704 Little Washington","Atwood","California",92811
2051.08,"3758 North Pendale Street","New York City","New York",10022
1617.38,"P.O. Box 40372","Oronogo","Missouri",64855
1765.62,"489 Quail Terrace","Middleburg","North Carolina",27556
2024.8,"78 Cozy Sixth Crossroad","New Orleans","Louisiana",70129
3288.4,"2440 Pompton St.","Ruston","Louisiana",71270
2725.47,"P.O. Box 83900","Ridgely","Tennessee",38080
3224.2,"892 Forest Meadow","Philadelphia","Pennsylvania",19143
3211.38,"1785 First Street","Half Moon Bay","California",94019
1796.34,"356 Blue Fourth Heights","Topeka","Kansas",66614
1979.6,"7476 Moss Rd.","Rock Valley","Iowa",51247
1921.41,"446 E Isle","Glendon","West Virginia",26626
3705.24,"370 Gate Expressway","Tallahassee","Florida",32395
2843.91,"5905 Pompton St.","Hansboro","North Dakota",58339
6176.42,"4092 Furth Circle","Fonda","Iowa",50553
5500.44,"681 Lodge Port","Keota","Iowa",52248
3220.1,"P.O. Box 29300","Granbury","Texas",76048
4556.16,"P.O. Box 66839","Highland","New York",12528
3114.89,"455 Cliff Crest","Sebastian","Florida",32978
4948.2,"283 W Port","Austin","Texas",78734
5161.17,"3758 North Pendale Street","Fonda","Iowa",50553
2657.76,"6251 Ingle Ln.","Condon","Oregon",97823
3983.05,"919 Cozy Gate","West Lafayette","Indiana",47906
3974.94,"440 Lake Trafficway","Osnabrock","North Dakota",58269
2928.42,"28 Hidden Divide","Jackson Center","Ohio",45334
3054.57,"332 Umber Landing","Fort Collins","Colorado",80521
3345.26,"5677 Strong St.","New York City","New York",10022
4310.72,"5677 Strong St.","Alton","Iowa",51003
4983.14,"897 Long Airport Avenue","Ruston","Louisiana",71270
4618.32,"39323 Spinnaker Dr.","New York City","New York",10022
3403.12,"966 Fork Promenade","Minneapolis","Minnesota",55472
5190.42,"P.O. Box 71856","Ozark","Arkansas",72949
3141.57,"65 Blue Knoll","Mesena","Georgia",30819
2213.4,"P.O. Box 48477","Gazelle","California",96034
4896.7,"P.O. Box 32492","Orlando","Florida",32896
2714.4,"5677 Strong St.","Callaway","Virginia",24067
3087.05,"80 Green Zephyr Fair","Red Valley","Arizona",86544
5692.96,"P.O. Box 41582","Las Vegas","Nevada",89199
3460.86,"366 N Anchor Walk","Sand Creek","Michigan",49279
1895.94,"506 Island Village","Savoy","Illinois",61874
1705.92,"15 Heather Ford Estate","Trevorton","Pennsylvania",17881
1033.41,"P.O. Box 89306","Waterville","Pennsylvania",17776
3179.52,"4092 Furth Circle","Alton","Iowa",51003
2091.18,"5677 Strong St.","New York City","New York",10022
1779.71,"835 Rustic River","Midlothian","Texas",76065
2537.64,"650 Foggy Timber","Pembina","North Dakota",58271
2448.72,"829 Elk Walk","Wylliesburg","Virginia",23976
972.4,"4575 Hillside Dr.","Rock Valley","Iowa",51247
2856.14,"567 North Pendale Street","Fonda","Iowa",50553
1968.3,"P.O. Box 54711","Campbell Hall","New York",10916
2056.2,"637 Bear Route","Mahanoy Plane","Pennsylvania",17949
2242.02,"511 Shady Forest Bridge","Cleveland","Texas",77327
3128.65,"755 Jagged Robin","Syracuse","Nebraska",68446
2443.26,"7586 Pompton St.","New York City","New York",10022
2470.86,"5677 Strong St.","Ruston","Louisiana",71270
1927.45,"897 Long Airport Avenue","New York City","New York",10022
2051.56,"462 Round Nook","Rison","Arkansas",71665
2337.38,"332 SE Hill","Gamaliel","Kentucky",42140
5932.96,"630 Cotton Blossom Village","Brogue","Pennsylvania",17309
2296.77,"5905 Pompton St.","Fonda","Iowa",50553
6490.88,"P.O. Box 75402","Elk Grove","California",95757
1623.25,"238 Fork Arcade","Ronks","Pennsylvania",17572
1405.92,"489 W Leaf","Des Moines","Iowa",50312
2282.28,"583 Lazy Fork","Redlake","Minnesota",56671
8977.05,"836 Fort Skyway","Montville","Ohio",44064
3256.35,"25593 South Bay Ln.","Condon","Oregon",97823
2821.66,"87 Ferry Vale","Lakeville","Ohio",44638
3293.4,"931 Red Rapid","Dallas","Texas",75371
4224,"5677 Strong St.","New York City","New York",10022
3091.68,"78934 Hillside Dr.","Alton","Iowa",51003
2219.6,"7734 Strong St.","Hansboro","North Dakota",58339
3866.4,"416 Gentle Curve","Armstrong","Missouri",65230
1964.76,"584 Anchor Shore","Glendale","Utah",84729
2668.8,"28 Lake Gardens","Saint Petersburg","Florida",33707
3222,"695 Forge Trafficway","Madison","Wisconsin",53784
3864.5,"536 Quail Bypass","Streamwood","Illinois",60107
1366.8,"2678 Kingston Rd.","Hansboro","North Dakota",58339
3475.68,"335 Rocky Prairie Court","Yukon","Oklahoma",73085
4206.5,"8616 Spinnaker Dr.","New York City","New York",10022
1486.38,"7635 Spinnaker Dr.","New York City","New York",10022
3077.88,"39323 Spinnaker Dr.","New York City","New York",10022
3544.2,"482 Hidden Main Port","Enloe","Texas",75441
2483.04,"190 Deer Junction","Memphis","Tennessee",38105
3478.05,"5290 North Pendale Street","Half Moon Bay","California",94019
3657.8,"11328 Douglas Av.","Hansboro","North Dakota",58339
4682.36,"722 Kennedy Avenue","Vaucluse","South Carolina",29850
3937.7,"P.O. Box 64378","Madison","Wisconsin",53793
4984.32,"4575 Hillside Dr.","Hansboro","North Dakota",58339
5406.66,"359 Indian Boulevard","Fairview","Tennessee",37062
3491.18,"5677 Strong St.","Hansboro","North Dakota",58339
2118.54,"941 Quiet Overpass","Alto","New Mexico",88312
2897.47,"874 Apple Parade","Austerlitz","New York",12017
1916.75,"636 Sky Landing","Slinger","Wisconsin",53086
1860,"10 Noble Sixth Quay","Vinton","Ohio",45686
2624,"5677 Strong St.","Hansboro","North Dakota",58339
2780.81,"P.O. Box 95308","Kansas City","Missouri",64138
3239.62,"722 Wagon Dell","Ely","Minnesota",55731
1824,"577 Gate Extension","Denver","Colorado",80239
1134,"4575 Hillside Dr.","Ruston","Louisiana",71270
1487.41,"281 Wishing Park Glade","Corona Del Mar","California",92625
2837.46,"459 Golden Light Bank","Monticello","Georgia",31064
1942.77,"361 Furth Circle","New York City","New York",10022
2544.12,"7476 Moss Rd.","Fonda","Iowa",50553
2568.24,"897 Long Airport Avenue","Ruston","Louisiana",71270
2108,"P.O. Box 70545","Norcross","Minnesota",56274
1372.14,"560 Emerald Blossom Lawn","Dorothy","West Virginia",25060
3540.15,"687 Dusty Center","Syracuse","New York",13290
1958.84,"8616 Spinnaker Dr.","Los Angeles","California",90003
2700,"917 Lost Crossing","Lafayette","Indiana",47901
2542,"18 Umber Loaf","Helena","Georgia",31037
2340,"P.O. Box 39842","Elba","New York",14058
2816.44,"344 E Annex","Rocky Mount","Missouri",65072
3526.82,"572 Spur Gateway","Camptonville","California",95922
4627.92,"727 Wishing Creek","Harmony","West Virginia",25246
1933.5,"5677 Strong St.","New York City","New York",10022
2600.13,"5677 Strong St.","Alton","Iowa",51003
2639.58,"8616 Spinnaker Dr.","Hansboro","North Dakota",58339
3312.97,"446 Fort Trafficway","Fanshawe","Oklahoma",74935
3863.87,"P.O. Box 54358","Austinville","Virginia",24312
1863.36,"P.O. Box 73867","Modeste","Louisiana",70376
3945.96,"4575 Hillside Dr.","New York City","New York",10022
4954.08,"759 Summit Mill","Carrington","North Dakota",58421
2762.2,"9408 Furth Circle","Hansboro","North Dakota",58339
3989.76,"3675 Furth Circle","Fonda","Iowa",50553
1649.55,"263 Velvet Narrow","Bowling Green","Florida",33834
2534.75,"502 High Cove","Wanblee","South Dakota",57577
2580.25,"334 SE Stream Ledge","Aurora","Colorado",80012
2831.54,"3086 Ingle Ln.","Rock Valley","Iowa",51247
3361.2,"39 Branch Arbor","Hesperia","California",92345
2864.32,"525 Squaw Bypass","Hobe Sound","Florida",33455
1994.88,"103 Hidden Club","Hettick","Illinois",62649
4296.6,"281 Indian Promenade","Neshkoro","Wisconsin",54960
2224.95,"3758 North Pendale Street","Ruston","Louisiana",71270
2795.14,"436 High Center","Castroville","Texas",78009
2762.1,"588 Eighth Freeway","Manhattan Beach","California",90266
2658,"757 Silent Willow Landing","Brookport","Illinois",62910
5043.87,"2440 Pompton St.","New York City","New York",10022
1210.8,"488 Cinder Center","New Orleans","Louisiana",70158
3029.19,"P.O. Box 49387","Williamsburg","Virginia",23187
10066.6,"1785 First Street","Fonda","Iowa",50553
4121.43,"P.O. Box 96473","Burnsville","Minnesota",55306
1135.31,"7476 Moss Rd.","Condon","Oregon",97823
2100.82,"308 Cedar Ford","Gosnell","Arkansas",72319
2034.35,"P.O. Box 80599","Columbus","Nebraska",68602
3027.84,"673 Wishing Embers","Ventura","California",93002
3104,"197 Sleepy Boulevard","Delaplaine","Arkansas",72425
3612.43,"5677 Strong St.","Alton","Iowa",51003
2711.88,"186 Stony Anchor Cove","Birmingham","Alabama",35299
3013.97,"1785 First Street","New York City","New York",10022
2738.54,"180 Wagon Swale","Elizabethtown","North Carolina",28337
2832,"4575 Hillside Dr.","New York City","New York",10022
4720,"567 North Pendale Street","New York City","New York",10022
3222,"146 Burning Path","Aroma Park","Illinois",60910
2231,"333 Timber Ramp","New Orleans","Louisiana",70162
2296.84,"850 Wishing Tunnel","Stonewall","Mississippi",39363
4157.2,"897 Long Airport Avenue","New York City","New York",10022
2146.2,"597 Rocky Light Passage","Hoffmeister","New York",13353
3724.23,"5677 Strong St.","New York City","New York",10022
2084.81,"P.O. Box 92589","Greenbush","Michigan",48738
3488.78,"743 Pleasant Eighth Isle","Coudersport","Pennsylvania",16915
1753.06,"672 Amber Second Crossroad","Monterey","California",93941
3469.2,"755 Silver Pass","Auburntown","Tennessee",37016
2530.8,"5905 Pompton St.","Los Angeles","California",90003
2924.32,"165 Rise Skyway","Dungannon","Virginia",24245
4496.8,"664 Velvet Shadow","Pope Valley","California",94567
6397.44,"7734 Strong St.","Fonda","Iowa",50553
2577.6,"895 Golden Falls","Lakeview","Ohio",43331
3533.62,"8616 Spinnaker Dr.","Fonda","Iowa",50553
3177.3,"413 Easy Plaza","Darling","Mississippi",38623
2730.06,"112 Colonial View","Ruth","Mississippi",39662
1891.78,"2440 Pompton St.","New York City","New York",10022
2612.48,"4575 Hillside Dr.","New York City","New York",10022
2925.76,"262 S Crossing","Allen","Oklahoma",74825
2940.02,"P.O. Box 74089","Adena","Ohio",43901
3293.24,"871 Rustic Gardens","Circle","Montana",59215
2389.68,"423 Gentle Cider Drive","Pine Bank","Pennsylvania",15354
2172.48,"383 Ranch Freeway","Port Richey","Florida",34668
2927.43,"6047 Douglas Av.","Alton","Iowa",51003
2659.54,"361 Furth Circle","Ruston","Louisiana",71270
3838,"4658 Baden Av.","Alton","Iowa",51003
4142.16,"136 Harvest Bluff","Ponderosa","New Mexico",87044
2172.48,"7825 Douglas Av.","Condon","Oregon",97823
1882.8,"P.O. Box 30395","Orfordville","Wisconsin",53576
3477.86,"267 Seventh Pike","Lytton","Iowa",50561
3323.84,"782 First Street","Rock Valley","Iowa",51247
4195.8,"151 E Way","Fairfield","Ohio",45018
4156.58,"577 Willow Isle","Timberville","Virginia",22853
3918.75,"426 Silent Fillmore","Toluca","Illinois",61369
2352.67,"16780 Pompton St.","Ruston","Louisiana",71270
1089.36,"367 Fallen Mission","Gainesville","Florida",32608
2701.12,"P.O. Box 93720","Bethlehem","Pennsylvania",18020
2487.04,"P.O. Box 75918","Macatawa","Michigan",49434
3910.32,"239 Dewy Panda","Sarita","Texas",78385
4038.8,"3086 Ingle Ln.","Half Moon Bay","California",94019
3070.4,"903 Hazy Track","Kaumakani","Hawaii",96747
3763.46,"160 End Arbor","Anchor Point","Alaska",99556
2584.8,"P.O. Box 95978","Fort Wayne","Indiana",46825
4427.6,"2440 Pompton St.","Condon","Oregon",97823
2152.02,"4575 Hillside Dr.","New York City","New York",10022
2353.4,"405 Iron Inlet","Dayton","Ohio",45417
3431.39,"9408 Furth Circle","Alton","Iowa",51003
1930.5,"192 Washington Radial","Sarah Ann","West Virginia",25644
4774.56,"P.O. Box 98246","Sioux City","Iowa",51104
2592.72,"186 Quiet Ferry Throughway","Calpella","California",95418
3246.75,"361 Furth Circle","Hansboro","North Dakota",58339
3372.5,"413 Fallen Spur","Sahuarita","Arizona",85629
3909.15,"3086 Ingle Ln.","New York City","New York",10022
2994.75,"114 Jagged Plain","Portland","Oregon",97242
4472.52,"148 Cozy Light","Kerrick","Texas",79051
4576.95,"335 Grand Rapid","Evansville","Indiana",47732
2441.04,"406 Summit Junction","Windsor Mill","Maryland",21244
3106.25,"3758 North Pendale Street","New York City","New York",10022
2706.41,"7 Grand Perkins Oval","Merrill","Iowa",51038
4021.53,"617 Silent Deer","Olympia Fields","Illinois",60461
4826.25,"P.O. Box 96645","Saint Helena","California",94574
4935.28,"16780 Pompton St.","New York City","New York",10022
2754.7,"476 Forge Boulevard","Jekyll Island","Georgia",31527
3856.71,"P.O. Box 18366","San Bernardino","California",92407
3102.08,"729 Cotton Radial","Louisville","Colorado",80028
1908.72,"662 Jagged Driveway","Sister Bay","Wisconsin",54234
7543.75,"7476 Moss Rd.","Los Angeles","California",90003
2457.18,"826 Ferry Inlet","Dalton","Ohio",44618
2038.87,"330 Willow Chase","Henderson","Minnesota",56044
2499.26,"958 Amber Gardens","Pullman","Washington",99163
3838.05,"678 Misty Stream","Moorhead","Iowa",51558
2643.99,"4575 Hillside Dr.","New York City","New York",10022
2315.88,"4097 Douglas Av.","New York City","New York",10022
3225.06,"440 Dusty Promenade","Bastrop","Louisiana",71220
2451.84,"573 Wishing Jetty","Shelbyville","Kentucky",40066
2254.98,"4575 Hillside Dr.","Fonda","Iowa",50553
3939.5,"236 Amber Camp","Hailey","Idaho",83333
3424.7,"812 Little Park","Fultonham","Ohio",43738
2914.2,"361 Furth Circle","Los Angeles","California",90003
2389.6,"7476 Moss Rd.","New York City","New York",10022
2428.48,"897 Long Airport Avenue","New York City","New York",10022
3021.48,"648 SE Crest","Gerton","North Carolina",28735
2610.72,"356 Green Creek Beach","Chatham","New York",12037
3091.19,"474 Jagged Mountain Landing","Midway","Pennsylvania",15060
2576.2,"8616 Spinnaker Dr.","Callaway","Virginia",24067
3232.31,"361 Grand Squaw","Anchorage","Alaska",99507
3573.6,"P.O. Box 98631","Superior","West Virginia",24886
2022.51,"P.O. Box 88674","Fox","Oklahoma",73435
3717.5,"799 Middle Arbor","Kingston Mines","Illinois",61539
2185.15,"P.O. Box 61191","Millersburg","Indiana",46543
2883.53,"546 Cozy Manor","Chula","Georgia",31733
5017.57,"684 Mountain Driveway","Newport","Minnesota",55055
1463,"P.O. Box 81908","Leesport","Pennsylvania",19533
2352.59,"8616 Spinnaker Dr.","Alton","Iowa",51003
4460.82,"267 Timber Mount","Stephensport","Kentucky",40170
4758.18,"418 Foggy Bear Inlet","Midville","Georgia",30441
4597.2,"573 Elm Cove","Sedro Woolley","Washington",98284
4114.8,"9408 Furth Circle","New York City","New York",10022
2104,"571 Cinder Gate","Rougemont","North Carolina",27572
3195.27,"959 Foggy Bayoo","Benton","Kansas",67017
3611.16,"648 Little Field Knoll","Musella","Georgia",31066
2000.77,"782 First Street","Rock Valley","Iowa",51247
2314.26,"147 High Plain","Leonard","Oklahoma",74043
3871.89,"462 Sunny Trafficway","Fairmont","West Virginia",26555
2728,"713 Sixth Viaduct","Memphis","Tennessee",37544
5614,"5677 Strong St.","New York City","New York",10022
4628.8,"567 North Pendale Street","New York City","New York",10022
3641.4,"231 Cotton Barn Valley","Emington","Illinois",60934
4048,"58 Rabbit Junction","Chemung","New York",14825
2321.46,"7586 Pompton St.","New York City","New York",10022
3256.96,"P.O. Box 27340","Williamsburg","Pennsylvania",16693
4208,"133 Tawny Third Terrace","Athol","Kentucky",41307
2973.9,"147 Squaw Parade","Philadelphia","Pennsylvania",19102
4248.3,"2678 Kingston Rd.","Los Angeles","California",90003
9558.8,"P.O. Box 21433","Macksburg","Iowa",50155
2650.56,"986 Bright Nectar Plain","Big Stone Gap","Virginia",24219
3761.37,"620 Dusty Course","Woodworth","North Dakota",58496
4301.34,"5677 Strong St.","New York City","New York",10022
1864.56,"5677 Strong St.","Half Moon Bay","California",94019
3576.8,"572 Park Skyway","Bedford","Michigan",49020
3722.32,"908 Golden Willow Bypass","Wakefield","Nebraska",68784
3986.56,"P.O. Box 40029","Eagle","Nebraska",68347
3417.12,"679 Heather Ninth","Amarillo","Texas",79124
2691.09,"857 Crystal Vista","Charleston","West Virginia",25324
2752.6,"78934 Hillside Dr.","Rock Valley","Iowa",51247
4527.72,"9408 Furth Circle","New York City","New York",10022
3957.05,"109 Burning Pike","Cadogan","Pennsylvania",16212
2818,"972 Pony Road","Long Beach","California",90846
3199.86,"933 Apple Crest","Nowata","Oklahoma",74048
2402.75,"755 Bear Tunnel","Stockport","Iowa",52651
6055.72,"3086 Ingle Ln.","New York City","New York",10022
5465.16,"25593 South Bay Ln.","Fonda","Iowa",50553
6378.72,"453 Gentle Sixth Pass","Roseville","Ohio",43777
5392.8,"39323 Spinnaker Dr.","Los Angeles","California",90003
3986.5,"43 Jagged Third Bay","Laurel","Delaware",19956
4009.23,"3758 North Pendale Street","Los Angeles","California",90003
7119,"7586 Pompton St.","Callaway","Virginia",24067
4072.2,"65 Gentle Junction","Miller","Nebraska",68858
4094.51,"46 Quaking Mews","Glenwood","Indiana",46133
3302.4,"2440 Pompton St.","Half Moon Bay","California",94019
3186.48,"982 Round Stead","San Juan Capistrano","California",92693
1668.25,"442 Easy Fillmore","Middle River","Minnesota",56737
7154.5,"1785 First Street","Alton","Iowa",51003
2810.83,"870 Rustic Arbor","Arma","Kansas",66712
2018.31,"7476 Moss Rd.","Los Angeles","California",90003
5642.83,"251 Hickory Extension","Lima","Ohio",45806
3273.6,"514 High Dale Glade","Corning","New York",14831
3268,"50 Middle Bend","Oraville","Illinois",62971
2688,"4575 Hillside Dr.","New York City","New York",10022
3715.2,"633 Misty Bank","Miami","Florida",33124
4608,"9408 Furth Circle","Los Angeles","California",90003
3131.2,"3675 Furth Circle","Ruston","Louisiana",71270
2678.4,"327 N Acres","Ghent","West Virginia",25843
1747.2,"413 Gate Heights","Jamaica","New York",11450
2944,"557 Light Bridge","Macon","Georgia",31210
2956.8,"3086 Ingle Ln.","Rock Valley","Iowa",51247
2052,"P.O. Box 46287","Boyd","Minnesota",56218
3164.8,"605 Merry Walk","Bethune","South Carolina",29009
1740,"P.O. Box 92179","Dulzura","California",91917
1777.6,"125 Grand View","Greenville","South Carolina",29602
1831.2,"3758 North Pendale Street","Callaway","Virginia",24067
3609.6,"P.O. Box 91439","O Fallon","Missouri",63366
2112,"866 Red Hill Street","Le Roy","New York",14482
3644.12,"P.O. Box 79362","Jarratt","Virginia",23867
3523.85,"2440 Pompton St.","New York City","New York",10022
5001.92,"44 Cider Approach","Houston","Texas",77039
5208.72,"568 Fork Swale","Mendenhall","Mississippi",39114
3018.88,"738 Club Haven","Elgin","Illinois",60122
1902.4,"634 Stony Stream Bridge","Holly Pond","Alabama",35083
7084,"7476 Moss Rd.","Fonda","Iowa",50553
2620.8,"520 Quaking Lake","Perrysville","Indiana",47974
3164.46,"274 Crystal Smith","Mobile","Alabama",36663
4219.2,"314 Anchor Ledge","Cairo","West Virginia",26337
3828.3,"368 Old Avenue","Howells","New York",10932
2334.99,"5677 Strong St.","New York City","New York",10022
4407.5,"P.O. Box 47933","Adrian","Georgia",31002
2812.8,"P.O. Box 40029","Brooklyn","Wisconsin",53521
4055.04,"31 Broad Motorway","West Palm Beach","Florida",33419
3891.66,"4575 Hillside Dr.","New York City","New York",10022
2488.32,"311 Grand Point","Fort Wayne","Indiana",46868
4447.4,"453 Iron Cove","Rochester","New York",14650
4187.22,"361 Furth Circle","Alton","Iowa",51003
4615.68,"545 Sixth Valley","Holmes City","Minnesota",56341
3245.4,"897 Long Airport Avenue","Los Angeles","California",90003
2203.75,"506 Hidden Fourth Key","Mountain Home","Arkansas",72653
3446,"441 N Elk","Maynardville","Tennessee",37807
1939.3,"515 Cotton End","Ollie","Iowa",52576
3473.78,"8616 Spinnaker Dr.","Alton","Iowa",51003
2884.8,"349 Ferry Orchard","Spokane","Washington",99203
2670.65,"551 Beacon Crest","Atmore","Alabama",36502
3440,"648 Sleepy Second Expressway","Issaquah","Washington",98029
2770.78,"5905 Pompton St.","Rock Valley","Iowa",51247
2397.54,"762 Branch Ridge","Baton Rouge","Louisiana",70879
3275.56,"922 Cinder Rest Highlands","Circleville","Utah",84723
4143.6,"924 Old Wintergreen Falls","Orogrande","New Mexico",88342
5192.64,"P.O. Box 75242","Lena","Wisconsin",54139
3029.04,"8616 Spinnaker Dr.","New York City","New York",10022
2556.18,"657 Gentle Street","Nancy","Kentucky",42544
3753.9,"105 Sleepy Hollow","Springview","Nebraska",68778
2562.3,"P.O. Box 62204","Glasgow","Virginia",24555
3245.58,"5677 Strong St.","Los Angeles","California",90003
2204.6,"108 Quaking Beach","Alix","Arkansas",72820
3003,"597 Jagged Washington Knoll","Sacramento","California",94298
2526.48,"528 Crystal Station","Lewisville","Idaho",83431
1747.9,"4575 Hillside Dr.","New York City","New York",10022
3267.25,"656 Foggy Elk Plain","Aitkin","Minnesota",56431
2818.53,"335 Golden Rapid Chase","Bloomingdale","New York",12913
2955.54,"361 Furth Circle","Alton","Iowa",51003
2885.05,"941 Goose Crossing","Miramar Beach","Florida",32550
3162.95,"897 Long Airport Avenue","Hansboro","North Dakota",58339
4071.5,"109 Dewy Swale","Ramsey","Illinois",62080
2969.46,"242 Emerald Anchor Divide","Wing","Alabama",36483
3396.44,"113 Lodge Oval","Pinon","New Mexico",88344
4692.6,"7635 Spinnaker Dr.","Rock Valley","Iowa",51247
3515.7,"882 Butterfly Bypass","Wever","Iowa",52658
3380.69,"P.O. Box 42065","Bippus","Indiana",46713
3204.57,"679 Bright Key","Williamsville","Illinois",62693
2588.04,"5905 Pompton St.","New York City","New York",10022
2854.75,"170 Cedar Alley","Roseboro","North Carolina",28382
4025.6,"820 Tawny Bluff","Frankewing","Tennessee",38459
2864.4,"250 Fork Highlands","Hanson","Kentucky",42413
3789.72,"P.O. Box 77214","Mabank","Texas",75156
2439.99,"8616 Spinnaker Dr.","New York City","New York",10022
2949.12,"364 Hidden Place","Valley Center","Kansas",67147
1539.72,"142 Grand Kennedy Annex","Center Hill","Florida",33514
2213.38,"2440 Pompton St.","New York City","New York",10022
2919.58,"4575 Hillside Dr.","Fonda","Iowa",50553
3778.28,"860 Sleepy Ninth Terrace","Kissimmee","Florida",34743
3233.49,"9408 Furth Circle","New York City","New York",10022
3431.25,"P.O. Box 93900","Avon","New York",14414
2546.8,"627 Silent Fifth Terrace","Banner","Mississippi",38913
2953.86,"987 Wishing Crossing","Amboy","California",92304
3183.29,"361 Furth Circle","Callaway","Virginia",24067
2466.7,"870 Fallen River","Ivins","Utah",84738
2363.22,"3086 Ingle Ln.","Alton","Iowa",51003
2487.45,"365 Harvest Fillmore","Klamath Falls","Oregon",97602
2249.05,"332 Gentle Pioneer Tunnel","Charleston","West Virginia",25304
2061.12,"835 Cotton Horse","Tampa","Florida",33614
4071.14,"711 Sleepy Jetty","Walford","Iowa",52351
2656.29,"3758 North Pendale Street","New York City","New York",10022
2736.36,"127 NE Heights","Eldorado Springs","Colorado",80025
3348.93,"27 Elk Jetty","Poplar Ridge","New York",13139
2893,"P.O. Box 53988","Furlong","Pennsylvania",18925
1661.22,"16780 Pompton St.","Rock Valley","Iowa",51247
4277.35,"P.O. Box 59954","Melrose","Florida",32666
2502.9,"167 Oak Walk","Palmyra","Wisconsin",53156
3801.6,"376 Green Deer","Fort Washington","Maryland",20749
3144.96,"297 Little Rose Alley","Spottsville","Kentucky",42458
2031.4,"7476 Moss Rd.","New York City","New York",10022
2674.17,"P.O. Box 36660","Harcourt","Iowa",50544
2526.72,"994 Rocky Rise","Abbott","Texas",76621
1348.76,"267 SE Essex","Great Lakes","Illinois",60088
875.91,"2440 Pompton St.","New York City","New York",10022
1874.05,"4575 Hillside Dr.","Fonda","Iowa",50553
1671.44,"123 Quaking Elk","Noble","Oklahoma",73068
1668.4,"882 Cotton Alley","Prairie","Alabama",36771
2301.75,"535 Hazy Sixth Valley","New Haven","Illinois",62867
1459.92,"231 Harvest Rabbit Skyway","Palatine","Illinois",60038
1209.59,"271 Fifth Turnpike","Winfred","South Dakota",57076
2145.12,"6047 Douglas Av.","Rock Valley","Iowa",51247
1416.39,"361 Furth Circle","Hansboro","North Dakota",58339
1843.52,"4658 Baden Av.","Ruston","Louisiana",71270
1199.31,"315 Dusty Washington Quay","Waterford","Michigan",48329
1875.2,"7825 Douglas Av.","New York City","New York",10022
2477.23,"796 Wishing Fort Swale","Fulton","Missouri",65251
948.99,"553 Bear Terrace","Somerset","Texas",78069
1823.42,"782 First Street","New York City","New York",10022
1485.8,"594 Hazy Wall Drive","Tatitlek","Alaska",99677
3789.72,"897 Long Airport Avenue","Ruston","Louisiana",71270
2060.37,"997 Circle Bridge","Cleverdale","New York",12820
2579.36,"16780 Pompton St.","Hansboro","North Dakota",58339
2189.6,"699 Rocky Junction","Cusseta","Georgia",31805
1624.25,"P.O. Box 26147","Parker Ford","Pennsylvania",19457
4357.5,"415 Lost Pond Gardens","Tacoma","Washington",98422
1367.48,"660 Cozy Ironwood Route","San Diego","California",92105
1122.4,"3086 Ingle Ln.","Fonda","Iowa",50553
2419.62,"145 Quaking Bank","Swatara","Minnesota",55785
1419.5,"606 Blue Park Boulevard","Walton","West Virginia",25286
2184,"336 Lost Butterfly Manor","Kailua","Hawaii",96734
2079.04,"P.O. Box 72103","Orange Park","Florida",32073
1724.97,"5677 Strong St.","Ruston","Louisiana",71270
3003,"100 Jagged Creek","Indianapolis","Indiana",46278
1846.42,"P.O. Box 82771","Nashville","Tennessee",37228
2009.2,"483 Iron Mountain","Jackson","Mississippi",39286
1804.04,"4575 Hillside Dr.","Los Angeles","California",90003
2109.66,"P.O. Box 98151","Powersville","Missouri",64672
2682.96,"143 Peavey Mount","Newllano","Louisiana",71461
2280.24,"361 Furth Circle","Mountain Center","California",92561
1192.56,"746 Red Mission Turnpike","Tallahassee","Florida",32310
1506.96,"897 Long Airport Avenue","Fonda","Iowa",50553
1472.62,"337 SE Deer Haven","Waveland","Mississippi",39576
1696.82,"P.O. Box 33884","Williamstown","New York",13493
1693.56,"763 Dusty Place","Bremond","Texas",76629
1921.92,"P.O. Box 16868","Wauseon","Ohio",43567
2082.85,"828 Autumn Divide","Solana Beach","California",92075
2227.6,"P.O. Box 38311","Butte","Montana",59701
3209.38,"46 Anchor Terrace","Solana Beach","California",92075
4080.72,"5905 Pompton St.","Half Moon Bay","California",94019
2244.4,"627 High Fourth","Luthersburg","Pennsylvania",15848
3978.51,"396 Shady Apple","Nashville","Tennessee",37222
5417.57,"990 Grove Port","Dixon","Missouri",65459
2116.16,"71 Cedar Alley","Jersey","Georgia",30018
3079.44,"8616 Spinnaker Dr.","New York City","New York",10022
